,Name,region,country,type,url
11461,Foundation for Fraternal Excellence,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014818
11462,DEVCOM,Americas,usa,National government,http://dx.doi.org/10.13039/100014819
11463,BTS,Americas,usa,National government,http://dx.doi.org/10.13039/100014820
11464,Great Lakes St. Lawrence Seaway Development Corp.,Americas,usa,National government,http://dx.doi.org/10.13039/100014821
11465,Notsew Orm Sands Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014822
11466,VGH & UBC Hospital Foundation,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014823
11467,GIF,Oceania,aus,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014824
11468,Allegheny-Erie Regional Chapter of the Society of Toxicology,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014825
11469,MASOT,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014826
11470,NCAC-SOT,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014827
11471,North Carolina Chapter of the Society of Toxicology,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014828
11472,Pacific Northwest Association of Toxicologists,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014829
11473,SCC-SOT,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014830
11474,MAP Fund,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014831
11475,American Headache Society,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014832
11476,Society for Music Theory,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014833
11477,McCusker Charitable Foundation,Oceania,aus,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014834
11478,"Gerontological Advanced Practice Nurses Association Foundation, Inc.",Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014835
11479,AHNA,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014836
11480,Alaska Historical Society,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014837
11481,Beyond Celiac,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100014838
11482,Marisla Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014839
11483,American Quarter Horse Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014840
11484,American Quarter Horse Association,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014841
11485,Race to Erase MS Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014842
11486,Leifur Eiríksson Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014843
11487,AEHN,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100014844
11488,Fondation d'Entreprise CHANEL,Europe,gbr,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014845
11489,GPM,Europe,fra,Other non-profit organizations,http://dx.doi.org/10.13039/100014846
11490,Institut Necker Enfants Malades,Europe,fra,Research institutes and centers,http://dx.doi.org/10.13039/100014847
11491,Arnold Ventures,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014848
11492,Die Bayer-Stiftungen,Europe,deu,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014849
11493,Bayer Consumer Health,Europe,deu,For-profit companies (industry),http://dx.doi.org/10.13039/100014850
11494,BAH,Europe,deu,For-profit companies (industry),http://dx.doi.org/10.13039/100014851
11495,Ohnell Family Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014852
11496,Ohio Valley Chapter of the Society of Toxicology,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014853
11497,National Hellenic Research Foundation,Europe,grc,National government,http://dx.doi.org/10.13039/100014856
11498,The SPJ Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014858
11499,HCR ManorCare,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014859
11500,ACI,Oceania,aus,Other non-profit organizations,http://dx.doi.org/10.13039/100014860
11501,CSTRF,Europe,gbr,Associations and societies (private and public),http://dx.doi.org/10.13039/100014862
11502,Hatton W Sumners Foundation Inc,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014863
11503,Eluna,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014864
11504,FFRD,Europe,fra,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014865
11505,Herberger Institute,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100014866
11506,DBMR,Europe,che,Universities (academic only),http://dx.doi.org/10.13039/100014867
11507,"Center for Latin American Studies, Ohio State University",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100014868
11508,BTG plc,Europe,gbr,For-profit companies (industry),http://dx.doi.org/10.13039/100014869
11509,PIC,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100014870
11510,California Humanities,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100014871
11511,Osher Center,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100014872
11512,UCHRI,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100014873
11513,American Arbitration Association-International Centre for Dispute Resolution Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014874
11514,American Academy of Forensic Sciences,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100014875
11515,AATSP,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014876
11516,"Center for Excellence in Teaching and Learning, Kennesaw State University",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100014877
11517,HIV Center for Clinical and Behavioral Studies,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100014878
11518,"Council for European Studies, Columbia University",Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100014879
11519,Delta Gamma Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014880
11520,Jewish National Fund,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100014881
11521,APCR,Oceania,aus,Other non-profit organizations,http://dx.doi.org/10.13039/100014882
11522,MS Department of Mental Health,Americas,usa,Local government,http://dx.doi.org/10.13039/100014883
11523,Zynerba Pharmaceuticals,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014884
11524,John P. Hussman Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014885
11525,MJCHF,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014886
11526,Australian Breast Cancer Research,Oceania,aus,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014887
11527,TNBC Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014888
11528,FBI,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100014889
11529,Wabash Center,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100014890
11530,Chapin Hall at the University of Chicago,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100014891
11531,Asfari Foundation,Europe,gbr,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014892
11532,ClimateWorks Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014893
11533,Emerald Foundation,Europe,gbr,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014894
11534,Open Philanthropy Project,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014895
11535,Economic Growth Center,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100014896
11536,"Division of Environmental Chemistry, Inc. of the American Chemical Society",Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014897
11537,ACS Division of Organic Chemistry,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014898
11538,ANMS,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014899
11539,Sleep Research Society Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014900
11540,Canadian Association of Nurses in Oncology,Americas,can,Associations and societies (private and public),http://dx.doi.org/10.13039/100014901
11541,IACR,Europe,irl,Associations and societies (private and public),http://dx.doi.org/10.13039/100014902
11542,Osteo Science Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014903
11543,SSF,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014904
11544,AARO,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100014905
11545,Brain Injury Association of America,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014906
11546,Gastric Cancer Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014907
11547,Research Society on Alcoholism,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014908
11548,TRSA,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014909
11549,International Society for Biomedical Research on Alcoholism,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014910
11550,Australasian Professional Society on Alcohol and other Drugs,Oceania,aus,Associations and societies (private and public),http://dx.doi.org/10.13039/100014911
11551,ASAM,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014912
11552,AAAP,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100014913
11553,Juvenile Diabetes Foundation in Israel,Asia,isr,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014914
11554,Juvenile Diabetes Research Foundation Netherlands,Europe,nld,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014915
11555,JDRF NZ,Oceania,nzl,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014916
11556,Cartography and Geographic Information Society,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014917
11557,British Association of Aesthetic Surgeons,Europe,gbr,Associations and societies (private and public),http://dx.doi.org/10.13039/100014918
11558,"British Association of Plastic, Reconstructive and Aesthetic Surgeons",Europe,gbr,Associations and societies (private and public),http://dx.doi.org/10.13039/100014919
11559,Alabama Power Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014920
11560,Kingston Arts Council,Americas,can,Local government,http://dx.doi.org/10.13039/100014921
11561,DCF,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014922
11562,"CymaBay Therapeutics, Inc.",Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014923
11563,Navigate BioPharma,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014924
11564,Feldpausch Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014925
11565,Acceleron,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014926
11566,"Anika Therapeutics, Inc.",Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014927
11567,Antares Pharma Inc.,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014928
11568,Anthera,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014929
11569,"Arbor Pharmaceuticals, LLC",Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014930
11570,ARWR,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014931
11571,Ascend Therapeutics,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014932
11572,aTyr Pharma,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014933
11573,Avanir Pharmaceuticals,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014934
11574,BioCryst,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014935
11575,BDSI,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014936
11576,Cerecor Inc,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014937
11577,Chattem,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014938
11578,"Church & Dwight Company, Inc.",Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014939
11579,HUM,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014940
11580,CYTK,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014941
11581,"AveXis, Inc.",Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014942
11582,Sarepta,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014943
11583,American Geographical Society,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014944
11584,Bradford West Gwillimbury & District Community Foundation,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014945
11585,BCFDN,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014946
11586,Burlington Foundation,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014947
11587,Campbellford/Seymour Community Foundation,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014948
11588,CNCF,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014949
11589,Carman Area Foundation,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014950
11590,Chatham Kent Community Foundation,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014951
11591,Chilliwack Foundation,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014952
11592,CBT,Americas,can,Other non-profit organizations,http://dx.doi.org/10.13039/100014953
11593,AATCC Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014954
11594,American Nurse Practitioner Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014955
11595,Hudson-Webber Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014956
11596,Viking Society,Europe,gbr,Associations and societies (private and public),http://dx.doi.org/10.13039/100014957
11597,CPCM,Asia,are,Research institutes and centers,http://dx.doi.org/10.13039/100014958
11598,"Tizona Therapeutics, Inc.",Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100014959
11599,"International Center for Energy, Environment and Sustainability, Washington University in St. Louis",Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100014960
11600,"Florida Center for Cybersecurity, University of South Florida",Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100014961
11601,British Library,Europe,gbr,Other non-profit organizations,http://dx.doi.org/10.13039/100014962
11602,Department of Political Science at the University of Washington,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100014963
11603,CRILCQ,Americas,can,Research institutes and centers,http://dx.doi.org/10.13039/100014964
11604,EndoFound,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014965
11605,ARS,Europe,gbr,Associations and societies (private and public),http://dx.doi.org/10.13039/100014966
11606,"Forest History Society, Inc.",Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014967
11607,PCA Education Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014968
11608,RZSS,Europe,gbr,Other non-profit organizations,http://dx.doi.org/10.13039/100014969
11609,Scanlon Foundation,Oceania,aus,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014970
11610,American Sephardi Federation,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100014971
11611,Egg Farmers of Canada,Americas,can,For-profit companies (industry),http://dx.doi.org/10.13039/100014972
11612,Historical Society of the Episcopal Church,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100014973
11613,International Elephant Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014974
11614,Ontario Federation for Cerebral Palsy,Americas,can,Other non-profit organizations,http://dx.doi.org/10.13039/100014975
11615,LSTM,Europe,gbr,Universities (academic only),http://dx.doi.org/10.13039/100014976
11616,BSR,Europe,gbr,Associations and societies (private and public),http://dx.doi.org/10.13039/100014978
11617,The Chartered Institute of Building,Europe,gbr,Research institutes and centers,http://dx.doi.org/10.13039/100014979
11618,SACC,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014980
11619,BAS,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014981
11620,Center for Integrated Nanotechnologies,Americas,usa,National government,http://dx.doi.org/10.13039/100014982
11621,Foundation for Advancement in Conservation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014983
11622,European Society of Musculoskeletal Radiology,Europe,aut,Associations and societies (private and public),http://dx.doi.org/10.13039/100014984
11623,ESR,Europe,aut,Associations and societies (private and public),http://dx.doi.org/10.13039/100014985
11624,AustrianDev,Europe,aut,National government,http://dx.doi.org/10.13039/100014986
11625,AAEC,Europe,aut,Associations and societies (private and public),http://dx.doi.org/10.13039/100014987
11626,ISTA,Europe,aut,Research institutes and centers,http://dx.doi.org/10.13039/100014988
11627,CZI,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014989
11628,Fundacion Puertorriquea De,Americas,pri,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014990
11629,IIIT,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100014991
11630,Historical Society of New Mexico,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014992
11631,Community Foundation of Lethbridge and Southwestern Alberta,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100014993
11632,American Malacological Society,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014994
11633,ASP,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014995
11634,SAA,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014996
11635,ASABE,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014997
11636,American Studies Association,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014998
11637,AFCEA International,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100014999
11638,ArtsWave,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100015000
11639,"Association Of Performing Arts Professionals, Inc.",Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100015001
11640,Association of Teacher Educators,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100015002
11641,Government of the Australian Capital Territory,Oceania,aus,Local government,http://dx.doi.org/10.13039/100015003
11642,Beirne Carter Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015004
11643,CMHF,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015005
11644,The Center for Advanced Study in the Visual Arts,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015006
11645,Chamber Music America,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100015007
11646,"Northern Territory Government Department of Trade, Business and Innovation",Oceania,aus,Local government,http://dx.doi.org/10.13039/100015008
11647,Department of Premier and Cabinet Victoria,Oceania,aus,Local government,http://dx.doi.org/10.13039/100015009
11648,Devonport Council,Oceania,aus,Local government,http://dx.doi.org/10.13039/100015010
11649,Ernest Kleinwort Charitable Trust,Europe,gbr,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015011
11650,ECF,Europe,gbr,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015012
11651,Departamento de Estado de Florida,Americas,usa,Local government,http://dx.doi.org/10.13039/100015013
11652,Fuller Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015014
11653,South Australian Government,Oceania,aus,Local government,http://dx.doi.org/10.13039/100015015
11654,The Great Lakes Colleges Association,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100015016
11655,Hobart City Council,Oceania,aus,Local government,http://dx.doi.org/10.13039/100015017
11656,The Hutton Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015018
11657,ICA,Americas,usa,Local government,http://dx.doi.org/10.13039/100015019
11658,Idaho Community Foundation Inc.,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015020
11659,The Inter-American Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015021
11660,IAFPF,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015022
11661,Ireland Funds,Europe,irl,Associations and societies (private and public),http://dx.doi.org/10.13039/100015023
11662,Modern Law Review,Europe,gbr,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015024
11663,NTHP,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015025
11664,NJ Historical Commission,Americas,usa,Local government,http://dx.doi.org/10.13039/100015026
11665,New York Historical Society & NY Historical Society,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100015028
11666,NORTHEASTERN PA HEALTH CARE FOUNDATION,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015029
11667,Parkersburg Area Community Foundation Inc.,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015030
11668,The Presser Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015032
11669,Queens Council on the Arts,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015033
11670,Resist Inc.,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015034
11671,RWF,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015035
11672,Roentgen Fund,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015036
11673,The Simon Cumbers Media Fund,Europe,irl,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015037
11674,Society for Pediatric Radiology,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100015038
11675,Soil Science Society of America,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100015039
11676,State Historical Society of Missouri,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100015040
11677,HWDD,Americas,usa,National government,http://dx.doi.org/10.13039/100015041
11678,"George and Ann Richards Civil War Era Center, Pennsylvania State University",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100015042
11679,Derechos de autor La Fundación Comunitaria del Oeste de Carolina del Norte,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015043
11680,The New York Library Association,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100015044
11681,Nineteenth-Century Studies Association,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100015045
11682,"Österreichischen Gesellschaft für Hygiene, Mikrobiologie und Präventivmedizin",Europe,aut,National government,http://dx.doi.org/10.13039/100015046
11683,Institute Ranke-Heinemann,Europe,aut,National government,http://dx.doi.org/10.13039/100015047
11684,Amt der Vorarlberger Landesregierung,Europe,aut,National government,http://dx.doi.org/10.13039/100015048
11685,Chamber of Labor Lower Austria,Europe,aut,National government,http://dx.doi.org/10.13039/100015049
11686,AK OBERÖSTERREICH,Europe,aut,National government,http://dx.doi.org/10.13039/100015050
11687,State services in Martinique,Europe,fra,National government,http://dx.doi.org/10.13039/100015051
11688,Fondation de l'Ecole Normale Superieure,Europe,fra,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015052
11689,Niederösterreichs,Europe,aut,National government,http://dx.doi.org/10.13039/100015053
11690,ArbeiterkammerTirol,Europe,aut,National government,http://dx.doi.org/10.13039/100015055
11691,Study Grant Authority - Stipendienstelle Vienna,Europe,aut,National government,http://dx.doi.org/10.13039/100015056
11692,"Servicestelle für Mobilitätsprogramme des BMBWF, Kulturkontakt Austria",Europe,aut,National government,http://dx.doi.org/10.13039/100015057
11693,Helsinki University Centre for Environment HENVI,Europe,fin,Research institutes and centers,http://dx.doi.org/10.13039/100015058
11694,HELSUS Kestävyystieteen Instituutti,Europe,fin,Research institutes and centers,http://dx.doi.org/10.13039/100015059
11695,Nagasaki University,Asia,jpn,Research institutes and centers,http://dx.doi.org/10.13039/100015060
11696,Niigata University of Health and Welfare,Asia,jpn,Research institutes and centers,http://dx.doi.org/10.13039/100015061
11697,OCU,Asia,jpn,Research institutes and centers,http://dx.doi.org/10.13039/100015062
11698,Sapporo City University,Asia,jpn,Research institutes and centers,http://dx.doi.org/10.13039/100015063
11699,TMPU,Asia,jpn,Research institutes and centers,http://dx.doi.org/10.13039/100015064
11700,Fredheim Stiftung,Europe,lie,Research institutes and centers,http://dx.doi.org/10.13039/100015065
11701,MMSD,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015066
11702,MUS,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015067
11703,UCCLR,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015068
11704,SESLHD,Oceania,aus,Research institutes and centers,http://dx.doi.org/10.13039/100015069
11705,"Department of Psychiatry, University of Toronto",Americas,can,Research institutes and centers,http://dx.doi.org/10.13039/100015070
11706,"Faculty of Medicine, Laval University",Americas,can,Research institutes and centers,http://dx.doi.org/10.13039/100015071
11707,First Nations University of Canada,Americas,can,Research institutes and centers,http://dx.doi.org/10.13039/100015072
11708,"Ingram School of Nursing, McGill University",Americas,can,Research institutes and centers,http://dx.doi.org/10.13039/100015073
11709,"Ministry of Training, Colleges and Universities",Americas,can,Research institutes and centers,http://dx.doi.org/10.13039/100015074
11710,Kagawa University,Asia,jpn,Research institutes and centers,http://dx.doi.org/10.13039/100015075
11711,SPU,Asia,jpn,Research institutes and centers,http://dx.doi.org/10.13039/100015076
11712,"Faculty of Medicine, Jagiellonian University Medical College",Europe,pol,Research institutes and centers,http://dx.doi.org/10.13039/100015077
11713,ATSU,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015078
11714,ARUP,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015079
11715,The University of Texas at Austin CHASP,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015080
11716,"College of Health Sciences, Midwestern University",Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015081
11717,"Department of Agronomy, Iowa State University",Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015082
11718,"Department of Biological Sciences, University of Cincinnati",Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015083
11719,"Ecosystem Science and Management Department, Texas A and M University",Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015084
11720,"Department of Pathology, University of Utah School of Medicine",Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015085
11721,"Department of Psychology, Harvard University",Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015086
11722,UK Markey Cancer Center,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015087
11723,NCDA&CS,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015088
11724,"Office of Academic Research, U.S. Naval Academy",Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015089
11725,"School of Behavioral Health, Loma Linda University",Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015090
